dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_104764	CCC1(CC)CN1C=O
dsgdb9nsd_104765	CCC1(CC)NC1C=O
dsgdb9nsd_104766	CCC1(CC)OC1C=O
dsgdb9nsd_104767	CCC1(CC1C=O)OC
dsgdb9nsd_104768	CCC1(CO)CC1C=O
dsgdb9nsd_104769	CCC1(CO)CN1C=O
dsgdb9nsd_104770	CCC1(CO)NC1C=O
dsgdb9nsd_104771	CCC1(CO)OC1C=O
dsgdb9nsd_104772	COC1(CO)CC1C=O
dsgdb9nsd_104773	OCC1(CO)CC1C=O
dsgdb9nsd_104774	OCC1(CO)CN1C=O
dsgdb9nsd_104775	OCC1(CO)NC1C=O
dsgdb9nsd_104776	OCC1(CO)OC1C=O
dsgdb9nsd_104777	CCC1(CC)CC2CC12
dsgdb9nsd_104778	CCC1(CC)CC2NC12
dsgdb9nsd_104779	CCC1(CC)CC2OC12
dsgdb9nsd_104780	CCC1(CC)CN2CC12
dsgdb9nsd_104781	CCC1(CC)OC2CC12
dsgdb9nsd_104782	CCC1(CC2CC12)OC
dsgdb9nsd_104783	CCC1(CC2NC12)OC
dsgdb9nsd_104784	CCC1(CC2OC12)OC
dsgdb9nsd_104785	CCC1(CN2CC12)OC
dsgdb9nsd_104786	CCC1(CO)CC2CC12
dsgdb9nsd_104787	CCC1(CO)CC2CN12
dsgdb9nsd_104788	CCC1(CO)CC2NC12
dsgdb9nsd_104789	CCC1(CO)CC2OC12
dsgdb9nsd_104790	CCC1(CO)CN2CC12
dsgdb9nsd_104791	CCC1(CO)OC2CC12
dsgdb9nsd_104792	COC1(CO)CC2CC12
dsgdb9nsd_104793	COC1(CO)CC2NC12
dsgdb9nsd_104794	COC1(CO)CC2OC12
dsgdb9nsd_104795	COC1(CO)CN2CC12
dsgdb9nsd_104796	OCC1(CO)CC2CC12
dsgdb9nsd_104797	OCC1(CO)CC2CN12
dsgdb9nsd_104798	OCC1(CO)CC2NC12
dsgdb9nsd_104799	OCC1(CO)CC2OC12
dsgdb9nsd_104800	OCC1(CO)CN2CC12
dsgdb9nsd_104801	OCC1(CO)OC2CC12
dsgdb9nsd_104802	CCC1(CC)CC=CC1
dsgdb9nsd_104803	CCC1(CC)CN=CO1
dsgdb9nsd_104804	CCC1(CC=CC1)OC
dsgdb9nsd_104805	CCC1(CN=CO1)OC
dsgdb9nsd_104806	CCC1(CO)CC=CC1
dsgdb9nsd_104807	CCC1(CO)CN=CO1
dsgdb9nsd_104808	COC1(CO)CC=CC1
dsgdb9nsd_104809	COC1(CO)CN=CO1
dsgdb9nsd_104810	OCC1(CO)CC=CC1
dsgdb9nsd_104811	OCC1(CO)CN=CO1
dsgdb9nsd_104812	CCC1(CC)CCC1=O
dsgdb9nsd_104813	CCC1(CC)CNC1=O
dsgdb9nsd_104814	CCC1(CC)COC1=N
dsgdb9nsd_104815	CCC1(CC)COC1=O
dsgdb9nsd_104816	CCC1(CC)NCC1=O
dsgdb9nsd_104817	CCC1(CC)OCC1=O
dsgdb9nsd_104818	CCC1(CCC1=O)OC
dsgdb9nsd_104819	CCC1(CNC1=O)OC
dsgdb9nsd_104820	CCC1(CO)CCC1=O
dsgdb9nsd_104821	CCC1(CO)CNC1=O
dsgdb9nsd_104822	CCC1(CO)COC1=N
dsgdb9nsd_104823	CCC1(CO)COC1=O
dsgdb9nsd_104824	CCC1(CO)NCC1=O
dsgdb9nsd_104825	CCC1(CO)OCC1=O
dsgdb9nsd_104826	CCC1(COC1=N)NC
dsgdb9nsd_104827	CCC1(COC1=N)OC
dsgdb9nsd_104828	CCC1(COC1=O)NC
dsgdb9nsd_104829	CCC1(COC1=O)OC
dsgdb9nsd_104830	CNC1(CO)COC1=N
dsgdb9nsd_104831	CNC1(CO)COC1=O
dsgdb9nsd_104832	COC1(CO)CCC1=O
dsgdb9nsd_104833	COC1(CO)CNC1=N
dsgdb9nsd_104834	COC1(CO)CNC1=O
dsgdb9nsd_104835	COC1(CO)COC1=N
dsgdb9nsd_104836	COC1(CO)COC1=O
dsgdb9nsd_104837	OCC1(CO)CCC1=O
dsgdb9nsd_104838	OCC1(CO)CNC1=O
dsgdb9nsd_104839	OCC1(CO)COC1=N
dsgdb9nsd_104840	OCC1(CO)COC1=O
dsgdb9nsd_104841	OCC1(CO)NCC1=O
dsgdb9nsd_104842	OCC1(CO)OCC1=O
dsgdb9nsd_104843	CC1CCC1(CO)CO
dsgdb9nsd_104844	CC1COC1(CO)CO
dsgdb9nsd_104845	CC1OCC1(CO)CO
dsgdb9nsd_104846	CCC1(CC)CCC1C
dsgdb9nsd_104847	CCC1(CC)CCC1O
dsgdb9nsd_104848	CCC1(CC)COC1C
dsgdb9nsd_104849	CCC1(CC)OCC1C
dsgdb9nsd_104850	CCC1(CC)OCC1O
dsgdb9nsd_104851	CCC1(CCC1C)OC
dsgdb9nsd_104852	CCC1(CCC1O)OC
dsgdb9nsd_104853	CCC1(CO)CCC1C
dsgdb9nsd_104854	CCC1(CO)CCC1O
dsgdb9nsd_104855	CCC1(CO)COC1C
dsgdb9nsd_104856	CCC1(CO)OCC1C
dsgdb9nsd_104857	CCC1(CO)OCC1O
dsgdb9nsd_104858	CCC1(COC1C)OC
dsgdb9nsd_104859	COC1(CO)CCC1C
dsgdb9nsd_104860	COC1(CO)CCC1O
dsgdb9nsd_104861	COC1(CO)COC1C
dsgdb9nsd_104862	OCC1(CO)CCC1O
dsgdb9nsd_104863	OCC1(CO)OCC1O
dsgdb9nsd_104864	CCC1(CC)CCC=C1
dsgdb9nsd_104865	CCC1(CC)COC=N1
dsgdb9nsd_104866	CCC1(CC)OCC=C1
dsgdb9nsd_104867	CCC1(CCC=C1)OC
dsgdb9nsd_104868	CCC1(CO)CCC=C1
dsgdb9nsd_104869	CCC1(CO)COC=N1
dsgdb9nsd_104870	CCC1(CO)OCC=C1
dsgdb9nsd_104871	CCC1(OC)OCC=C1
dsgdb9nsd_104872	COC1(CO)CCC=C1
dsgdb9nsd_104873	COC1(CO)OCC=C1
dsgdb9nsd_104874	OCC1(CO)CCC=C1
dsgdb9nsd_104875	OCC1(CO)COC=N1
dsgdb9nsd_104876	OCC1(CO)OCC=C1
dsgdb9nsd_104877	CCC1(CC)CCCC1
dsgdb9nsd_104878	CCC1(CC)CCCO1
dsgdb9nsd_104879	CCC1(CC)CCOC1
dsgdb9nsd_104880	CCC1(CC)COCO1
dsgdb9nsd_104881	CCC1(CC)OCCO1
dsgdb9nsd_104882	CCC1(CCCC1)OC
dsgdb9nsd_104883	CCC1(CCCO1)OC
dsgdb9nsd_104884	CCC1(CCOC1)OC
dsgdb9nsd_104885	CCC1(CO)CCCC1
dsgdb9nsd_104886	CCC1(CO)CCCO1
dsgdb9nsd_104887	CCC1(CO)CCOC1
dsgdb9nsd_104888	CCC1(CO)COCO1
dsgdb9nsd_104889	CCC1(CO)OCCO1
dsgdb9nsd_104890	COC1(CO)CCCC1
dsgdb9nsd_104891	COC1(CO)CCCO1
dsgdb9nsd_104892	COC1(CO)CCOC1
dsgdb9nsd_104893	OCC1(CO)CCCC1
dsgdb9nsd_104894	OCC1(CO)CCCO1
dsgdb9nsd_104895	OCC1(CO)CCOC1
dsgdb9nsd_104896	OCC1(CO)COCO1
dsgdb9nsd_104897	OCC1(CO)OCCO1
dsgdb9nsd_104898	CC1(C)CC1(CO)C#C
dsgdb9nsd_104899	CC1(C)CC1(CO)C#N
dsgdb9nsd_104900	CC1(C)NC1(CN)C#N
dsgdb9nsd_104901	CC1(C)NC1(CO)C#C
dsgdb9nsd_104902	CC1(C)NC1(CO)C#N
dsgdb9nsd_104903	CC1(C)OC1(CN)C#N
dsgdb9nsd_104904	CC1(C)OC1(CO)C#C
dsgdb9nsd_104905	CC1(C)OC1(CO)C#N
dsgdb9nsd_104906	CC1(O)CC1(CO)C#C
dsgdb9nsd_104907	CC1(O)CC1(CO)C#N
dsgdb9nsd_104908	CCC1(CC1(C)C)C#C
dsgdb9nsd_104909	CCC1(CC1(C)C)C#N
dsgdb9nsd_104910	CCC1(CC1(C)O)C#C
dsgdb9nsd_104911	CCC1(CC1(C)O)C#N
dsgdb9nsd_104912	CCC1(NC1(C)C)C#C
dsgdb9nsd_104913	CCC1(NC1(C)C)C#N
dsgdb9nsd_104914	CCC1(OC1(C)C)C#C
dsgdb9nsd_104915	CCC1(OC1(C)C)C#N
dsgdb9nsd_104916	CNC1(CC1(C)C)C#N
dsgdb9nsd_104917	CNC1(CC1(C)N)C#N
dsgdb9nsd_104918	CNC1(CC1(C)O)C#N
dsgdb9nsd_104919	COC1(CC1(C)C)C#C
dsgdb9nsd_104920	COC1(CC1(C)C)C#N
dsgdb9nsd_104921	COC1(CC1(C)N)C#N
dsgdb9nsd_104922	COC1(CC1(C)O)C#C
dsgdb9nsd_104923	COC1(CC1(C)O)C#N
dsgdb9nsd_104924	CC1(C)CC1(CO)C=O
dsgdb9nsd_104925	CC1(C)NC1(CO)C=O
dsgdb9nsd_104926	CC1(C)OC1(CO)C=O
dsgdb9nsd_104927	CC1(O)CC1(CO)C=O
dsgdb9nsd_104928	CCC1(CC1(C)C)C=O
dsgdb9nsd_104929	CCC1(CC1(C)O)C=O
dsgdb9nsd_104930	CCC1(NC1(C)C)C=O
dsgdb9nsd_104931	CCC1(OC1(C)C)C=O
dsgdb9nsd_104932	COC1(CC1(C)C)C=O
dsgdb9nsd_104933	COC1(CC1(C)O)C=O
dsgdb9nsd_104934	CCC1(CC1)C#CC#C
dsgdb9nsd_104935	CCC1(CC1)C#CC#N
dsgdb9nsd_104936	CCC1(CN1)C#CC#C
dsgdb9nsd_104937	CCC1(CN1)C#CC#N
dsgdb9nsd_104938	CCC1(CO1)C#CC#C
dsgdb9nsd_104939	CCC1(CO1)C#CC#N
dsgdb9nsd_104940	COC1(CC1)C#CC#C
dsgdb9nsd_104941	COC1(CC1)C#CC#N
dsgdb9nsd_104942	OCC1(CC1)C#CC#C
dsgdb9nsd_104943	OCC1(CC1)C#CC#N
dsgdb9nsd_104944	OCC1(CN1)C#CC#C
dsgdb9nsd_104945	OCC1(CN1)C#CC#N
dsgdb9nsd_104946	OCC1(CO1)C#CC#C
dsgdb9nsd_104948	CCC1(CC1)C#CC=O
dsgdb9nsd_104949	CCC1(CN1)C#CC=O
dsgdb9nsd_104950	CCC1(CO1)C#CC=O
dsgdb9nsd_104951	COC1(CC1)C#CC=O
dsgdb9nsd_104952	OCC1(CC1)C#CC=O
dsgdb9nsd_104953	OCC1(CN1)C#CC=O
dsgdb9nsd_104954	OCC1(CO1)C#CC=O
dsgdb9nsd_104955	CCC1(CC1)C(=O)C#C
dsgdb9nsd_104956	CCC1(CC1)C(=O)C#N
dsgdb9nsd_104957	CCC1(CN1)C(=O)C#C
dsgdb9nsd_104958	CCC1(CN1)C(=O)C#N
dsgdb9nsd_104959	CCC1(CO1)C(=O)C#C
dsgdb9nsd_104960	CCC1(CO1)C(=O)C#N
dsgdb9nsd_104961	CNC1(CC1)C(=O)C#N
dsgdb9nsd_104962	COC1(CC1)C(=O)C#C
dsgdb9nsd_104963	COC1(CC1)C(=O)C#N
dsgdb9nsd_104964	OCC1(CC1)C(=O)C#C
dsgdb9nsd_104965	OCC1(CC1)C(=O)C#N
dsgdb9nsd_104966	OCC1(CN1)C(=O)C#C
dsgdb9nsd_104967	OCC1(CN1)C(=O)C#N
dsgdb9nsd_104968	OCC1(CO1)C(=O)C#C
dsgdb9nsd_104970	CCC1(CC1)C(=O)C=O
dsgdb9nsd_104971	CCC1(CN1)C(=O)C=O
dsgdb9nsd_104972	CCC1(CO1)C(=O)C=O
dsgdb9nsd_104973	COC1(CC1)C(=O)C=O
dsgdb9nsd_104974	OCC1(CC1)C(=O)C=O
dsgdb9nsd_104975	OCC1(CN1)C(=O)C=O
dsgdb9nsd_104976	OCC1(CO1)C(=O)C=O
dsgdb9nsd_104977	CC(C)(C)C1(CO)CC1
dsgdb9nsd_104978	CC(C)(C)C1(CO)CN1
dsgdb9nsd_104979	CC(C)(C)C1(CO)CO1
dsgdb9nsd_104980	CC(C)(O)C1(CO)CC1
dsgdb9nsd_104981	CC(C)(O)C1(CO)CN1
dsgdb9nsd_104982	CC(C)(O)C1(CO)CO1
dsgdb9nsd_104983	CCC1(CC1)C(C)(C)C
dsgdb9nsd_104984	CCC1(CC1)C(C)(C)O
dsgdb9nsd_104985	CCC1(CO1)C(C)(C)C
dsgdb9nsd_104986	CCC1(CO1)C(C)(C)O
dsgdb9nsd_104987	COC1(CC1)C(C)(C)C
dsgdb9nsd_104988	COC1(CC1)C(C)(C)O
dsgdb9nsd_104989	CC(C#C)C1(CO)CC1
dsgdb9nsd_104990	CC(C#C)C1(CO)CN1
dsgdb9nsd_104991	CC(C#C)C1(CO)CO1
dsgdb9nsd_104992	CC(C#N)C1(CO)CC1
dsgdb9nsd_104993	CC(C#N)C1(CO)CN1
dsgdb9nsd_104994	CC(C#N)C1(CO)CO1
dsgdb9nsd_104995	CCC1(CC1)C(C)C#C
dsgdb9nsd_104996	CCC1(CC1)C(C)C#N
dsgdb9nsd_104997	CCC1(CC1)C(N)C#N
dsgdb9nsd_104998	CCC1(CC1)C(O)C#C
dsgdb9nsd_104999	CCC1(CC1)C(O)C#N
dsgdb9nsd_105000	CCC1(CN1)C(C)C#N
dsgdb9nsd_105001	CCC1(CN1)C(N)C#N
dsgdb9nsd_105002	CCC1(CN1)C(O)C#C
dsgdb9nsd_105003	CCC1(CN1)C(O)C#N
dsgdb9nsd_105004	CCC1(CO1)C(C)C#C
dsgdb9nsd_105005	CCC1(CO1)C(C)C#N
dsgdb9nsd_105006	CCC1(CO1)C(N)C#N
dsgdb9nsd_105007	CCC1(CO1)C(O)C#C
dsgdb9nsd_105008	CCC1(CO1)C(O)C#N
dsgdb9nsd_105009	CNC1(CC1)C(N)C#N
dsgdb9nsd_105010	CNC1(CC1)C(O)C#N
dsgdb9nsd_105011	COC1(CC1)C(C)C#C
dsgdb9nsd_105012	COC1(CC1)C(C)C#N
dsgdb9nsd_105013	COC1(CC1)C(N)C#N
dsgdb9nsd_105014	COC1(CC1)C(O)C#C
dsgdb9nsd_105015	COC1(CC1)C(O)C#N
dsgdb9nsd_105016	NC(C#N)C1(CO)CC1
dsgdb9nsd_105017	NC(C#N)C1(CO)CN1
dsgdb9nsd_105018	NC(C#N)C1(CO)CO1
dsgdb9nsd_105019	OCC1(CC1)C(O)C#C
dsgdb9nsd_105020	OCC1(CC1)C(O)C#N
dsgdb9nsd_105021	OCC1(CN1)C(O)C#C
dsgdb9nsd_105022	OCC1(CN1)C(O)C#N
dsgdb9nsd_105023	OCC1(CO1)C(O)C#C
dsgdb9nsd_105024	OCC1(CO1)C(O)C#N
dsgdb9nsd_105025	CC(C=O)C1(CO)CC1
dsgdb9nsd_105026	CC(C=O)C1(CO)CN1
dsgdb9nsd_105027	CC(C=O)C1(CO)CO1
dsgdb9nsd_105028	CCC1(CC1)C(C)C=O
dsgdb9nsd_105029	CCC1(CC1)C(O)C=O
dsgdb9nsd_105030	CCC1(CC1)N(C)C=O
dsgdb9nsd_105031	CCC1(CN1)C(O)C=O
dsgdb9nsd_105032	CCC1(CO1)C(C)C=O
dsgdb9nsd_105033	CCC1(CO1)C(O)C=O
dsgdb9nsd_105034	CN(C=O)C1(CO)CC1
dsgdb9nsd_105035	COC1(CC1)C(C)C=O
dsgdb9nsd_105036	COC1(CC1)C(O)C=O
dsgdb9nsd_105037	OCC1(CC1)C(O)C=O
dsgdb9nsd_105038	OCC1(CN1)C(O)C=O
dsgdb9nsd_105039	OCC1(CO1)C(O)C=O
dsgdb9nsd_105040	CC1(CC1)C1(CO)CC1
dsgdb9nsd_105041	CC1(CC1)C1(CO)CN1
dsgdb9nsd_105042	CC1(CC1)C1(CO)CO1
dsgdb9nsd_105043	CC1(CN1)C1(CO)CC1
dsgdb9nsd_105044	CC1(CN1)C1(CO)CN1
dsgdb9nsd_105045	CC1(CN1)C1(CO)CO1
dsgdb9nsd_105046	CC1(CO1)C1(CO)CC1
dsgdb9nsd_105047	CC1(CO1)C1(CO)CN1
dsgdb9nsd_105048	CC1(CO1)C1(CO)CO1
dsgdb9nsd_105049	CCC1(CC1)C1(C)CC1
dsgdb9nsd_105050	CCC1(CC1)C1(C)CO1
dsgdb9nsd_105051	CCC1(CC1)C1(O)CC1
dsgdb9nsd_105052	CCC1(CN1)C1(C)CN1
dsgdb9nsd_105053	CCC1(CN1)C1(C)CO1
dsgdb9nsd_105054	CCC1(CN1)C1(O)CC1
dsgdb9nsd_105055	CCC1(CO1)C1(C)CC1
dsgdb9nsd_105056	CCC1(CO1)C1(C)CN1
dsgdb9nsd_105057	CCC1(CO1)C1(C)CO1
dsgdb9nsd_105058	CCC1(CO1)C1(O)CC1
dsgdb9nsd_105059	COC1(CC1)C1(C)CC1
dsgdb9nsd_105060	COC1(CC1)C1(C)CN1
dsgdb9nsd_105061	COC1(CC1)C1(C)CO1
dsgdb9nsd_105062	COC1(CC1)C1(O)CC1
dsgdb9nsd_105063	OCC1(CC1)C1(O)CC1
dsgdb9nsd_105064	OCC1(CN1)C1(O)CC1
dsgdb9nsd_105065	OCC1(CO1)C1(O)CC1
dsgdb9nsd_105066	CC1CC1C1(CO)CC1
dsgdb9nsd_105067	CC1CC1C1(CO)CN1
dsgdb9nsd_105068	CC1CC1C1(CO)CO1
dsgdb9nsd_105069	OCC1(CC1)N1CC1C
dsgdb9nsd_105070	CC1NC1C1(CO)CC1
dsgdb9nsd_105071	CC1NC1C1(CO)CN1
dsgdb9nsd_105072	CC1NC1C1(CO)CO1
dsgdb9nsd_105073	CC1OC1C1(CO)CC1
dsgdb9nsd_105074	CC1OC1C1(CO)CN1
dsgdb9nsd_105075	CC1OC1C1(CO)CO1
dsgdb9nsd_105076	CCC1(CC1)C1CC1C
dsgdb9nsd_105077	CCC1(CC1)C1CC1O
dsgdb9nsd_105078	CCC1(CC1)C1CN1C
dsgdb9nsd_105079	CCC1(CC1)C1OC1C
dsgdb9nsd_105080	CCC1(CC1)N1CC1C
dsgdb9nsd_105081	CCC1(CN1)C1CN1C
dsgdb9nsd_105082	CCC1(CN1)C1NC1C
dsgdb9nsd_105083	CCC1(CN1)C1OC1C
dsgdb9nsd_105084	CCC1(CO1)C1CC1C
dsgdb9nsd_105085	CCC1(CO1)C1CC1O
dsgdb9nsd_105086	CCC1(CO1)C1CN1C
dsgdb9nsd_105087	CCC1(CO1)C1NC1C
dsgdb9nsd_105088	CCC1(CO1)C1OC1C
dsgdb9nsd_105089	OCC1(CC1)C1CN1C
dsgdb9nsd_105090	CN1CC1C1(CO)CN1
dsgdb9nsd_105091	CN1CC1C1(CO)CO1
dsgdb9nsd_105092	COC1(CC1)C1CC1C
dsgdb9nsd_105093	COC1(CC1)C1CC1O
dsgdb9nsd_105094	COC1(CC1)C1CN1C
dsgdb9nsd_105095	COC1(CC1)C1NC1C
dsgdb9nsd_105096	COC1(CC1)C1OC1C
dsgdb9nsd_105097	OCC1(CC1)C1CC1O
dsgdb9nsd_105098	OCC1(CN1)C1CC1O
dsgdb9nsd_105099	OCC1(CO1)C1CC1O
dsgdb9nsd_105100	CCC1(CC1)C1CCC1
dsgdb9nsd_105101	CCC1(CC1)C1CCO1
dsgdb9nsd_105102	CCC1(CC1)C1COC1
dsgdb9nsd_105103	CCC1(CN1)C1CCO1
dsgdb9nsd_105104	CCC1(CO1)C1CCC1
dsgdb9nsd_105105	CCC1(CO1)C1CCO1
dsgdb9nsd_105106	CCC1(CO1)C1COC1
dsgdb9nsd_105107	COC1(CC1)C1CCC1
dsgdb9nsd_105108	COC1(CC1)C1CCO1
dsgdb9nsd_105109	COC1(CC1)C1COC1
dsgdb9nsd_105110	OCC1(CC1)C1CCC1
dsgdb9nsd_105111	OCC1(CC1)C1CCO1
dsgdb9nsd_105112	OCC1(CC1)C1COC1
dsgdb9nsd_105113	OCC1(CN1)C1CCC1
dsgdb9nsd_105114	OCC1(CN1)C1CCO1
dsgdb9nsd_105115	OCC1(CN1)C1COC1
dsgdb9nsd_105116	OCC1(CO1)C1CCC1
dsgdb9nsd_105117	OCC1(CO1)C1CCO1
dsgdb9nsd_105118	OCC1(CO1)C1COC1
dsgdb9nsd_105119	CCC1(CC1C#C)C#C
dsgdb9nsd_105120	CCC1(CC1C#C)C#N
dsgdb9nsd_105121	CCC1(CC1C#N)C#C
dsgdb9nsd_105122	CCC1(CC1C#N)C#N
dsgdb9nsd_105123	CCC1(NC1C#C)C#C
dsgdb9nsd_105124	CCC1(NC1C#C)C#N
dsgdb9nsd_105125	CCC1(NC1C#N)C#C
dsgdb9nsd_105126	CCC1(NC1C#N)C#N
dsgdb9nsd_105127	CCC1(OC1C#C)C#C
dsgdb9nsd_105128	CCC1(OC1C#C)C#N
dsgdb9nsd_105129	CCC1(OC1C#N)C#C
dsgdb9nsd_105130	CCC1(OC1C#N)C#N
dsgdb9nsd_105131	CNC1(CC1C#C)C#N
dsgdb9nsd_105132	CNC1(CC1C#N)C#C
dsgdb9nsd_105133	CNC1(CC1C#N)C#N
dsgdb9nsd_105134	COC1(CC1C#C)C#C
dsgdb9nsd_105135	COC1(CC1C#C)C#N
dsgdb9nsd_105136	COC1(CC1C#N)C#C
dsgdb9nsd_105137	COC1(CC1C#N)C#N
dsgdb9nsd_105138	NCC1(CC1C#N)C#N
dsgdb9nsd_105139	NCC1(NC1C#C)C#N
dsgdb9nsd_105140	NCC1(NC1C#N)C#N
dsgdb9nsd_105141	NCC1(OC1C#C)C#N
dsgdb9nsd_105143	OCC1(CC1C#C)C#C
dsgdb9nsd_105144	OCC1(CC1C#C)C#N
dsgdb9nsd_105145	OCC1(CC1C#N)C#C
dsgdb9nsd_105146	OCC1(CC1C#N)C#N
dsgdb9nsd_105147	OCC1(NC1C#C)C#C
dsgdb9nsd_105148	OCC1(NC1C#C)C#N
dsgdb9nsd_105149	OCC1(NC1C#N)C#C
dsgdb9nsd_105151	OCC1(OC1C#C)C#C
dsgdb9nsd_105155	CCC1(CC1C#C)C=O
dsgdb9nsd_105156	CCC1(CC1C#N)C=O
dsgdb9nsd_105157	CCC1(NC1C#C)C=O
dsgdb9nsd_105158	CCC1(NC1C#N)C=O
dsgdb9nsd_105159	CCC1(OC1C#C)C=O
dsgdb9nsd_105160	CCC1(OC1C#N)C=O
dsgdb9nsd_105161	CNC1(CC1C#N)C=O
dsgdb9nsd_105162	COC1(CC1C#C)C=O
dsgdb9nsd_105163	COC1(CC1C#N)C=O
dsgdb9nsd_105164	OCC1(CC1C#C)C=O
dsgdb9nsd_105165	OCC1(CC1C#N)C=O
dsgdb9nsd_105166	OCC1(NC1C#C)C=O
dsgdb9nsd_105167	OCC1(NC1C#N)C=O
dsgdb9nsd_105168	OCC1(OC1C#C)C=O
dsgdb9nsd_105170	CC#CC1(CO)CC1C
dsgdb9nsd_105171	CC#CC1(CO)CC1O
dsgdb9nsd_105172	CC#CC1(CO)CN1C
dsgdb9nsd_105173	CC#CC1(CO)NC1C
dsgdb9nsd_105174	CC#CC1(CO)OC1C
dsgdb9nsd_105175	CCC1(CC1C)C#CC
dsgdb9nsd_105176	CCC1(CC1O)C#CC
dsgdb9nsd_105177	CCC1(CN1C)C#CC
dsgdb9nsd_105178	CCC1(NC1C)C#CC
dsgdb9nsd_105179	CCC1(OC1C)C#CC
dsgdb9nsd_105180	COC1(CC1C)C#CC
dsgdb9nsd_105181	COC1(CC1O)C#CC
dsgdb9nsd_105182	CC(=O)C1(CO)CC1O
dsgdb9nsd_105184	CC1CC1(CO)C(C)=O
dsgdb9nsd_105185	CC1CC1(CO)C(N)=O
dsgdb9nsd_105187	CC1NC1(CO)C(C)=O
dsgdb9nsd_105188	CC1NC1(CO)C(N)=O
dsgdb9nsd_105190	CC1OC1(CO)C(C)=O
dsgdb9nsd_105191	CC1OC1(CO)C(N)=O
dsgdb9nsd_105192	CCC1(CC1C)C(C)=O
dsgdb9nsd_105193	CCC1(CC1C)C(N)=O
dsgdb9nsd_105194	CCC1(CC1[NH3+])C([O-])=O
dsgdb9nsd_105195	CCC1(CC1O)C(C)=O
dsgdb9nsd_105196	CCC1(CC1O)C(N)=O
dsgdb9nsd_105197	CCC1(CN1C)C(C)=O
dsgdb9nsd_105198	CCC1(CN1C)C(N)=O
dsgdb9nsd_105199	CCC1(NC1C)C(C)=O
dsgdb9nsd_105200	CCC1(NC1C)C(N)=O
dsgdb9nsd_105201	CCC1(OC1C)C(C)=O
dsgdb9nsd_105202	CCC1(OC1C)C(N)=O
dsgdb9nsd_105204	CN1CC1(CO)C(C)=O
dsgdb9nsd_105205	CN1CC1(CO)C(N)=O
dsgdb9nsd_105209	COC1(CC1C)C(C)=O
dsgdb9nsd_105210	COC1(CC1C)C(N)=O
dsgdb9nsd_105211	COC1(CC1[NH3+])C([O-])=O
dsgdb9nsd_105212	COC1(CC1O)C(C)=O
dsgdb9nsd_105213	COC1(CC1O)C(N)=O
dsgdb9nsd_105214	NC(=O)C1(CO)CC1O
dsgdb9nsd_105215	[NH3+]C1CC1(CO)C([O-])=O
dsgdb9nsd_105217	CC(C)C1(CO)CC1C
dsgdb9nsd_105218	CC(C)C1(CO)CC1O
dsgdb9nsd_105219	CC(C)C1(CO)CN1C
dsgdb9nsd_105220	CC(C)C1(CO)NC1C
dsgdb9nsd_105221	CC(C)C1(CO)OC1C
dsgdb9nsd_105222	CC(O)C1(CO)CC1C
dsgdb9nsd_105223	CC(O)C1(CO)CC1O
dsgdb9nsd_105224	CC(O)C1(CO)CN1C
dsgdb9nsd_105225	CC(O)C1(CO)NC1C
dsgdb9nsd_105226	CC(O)C1(CO)OC1C
dsgdb9nsd_105227	CCC1(CC1C)C(C)C
dsgdb9nsd_105228	CCC1(CC1C)C(C)O
dsgdb9nsd_105229	CCC1(CC1O)C(C)C
dsgdb9nsd_105230	CCC1(CC1O)C(C)O
dsgdb9nsd_105231	CCC1(CN1C)C(C)O
dsgdb9nsd_105232	CCC1(NC1C)C(C)O
dsgdb9nsd_105233	CCC1(OC1C)C(C)C
dsgdb9nsd_105234	CCC1(OC1C)C(C)O
dsgdb9nsd_105235	COC1(CC1C)C(C)C
dsgdb9nsd_105236	COC1(CC1C)C(C)O
dsgdb9nsd_105237	COC1(CC1O)C(C)C
dsgdb9nsd_105238	COC1(CC1O)C(C)O
dsgdb9nsd_105239	CC1CC1(CO)C1CC1
dsgdb9nsd_105240	CC1CC1(CO)C1CN1
dsgdb9nsd_105241	CC1CC1(CO)C1CO1
dsgdb9nsd_105242	CC1CC1(CO)N1CC1
dsgdb9nsd_105243	CC1NC1(CO)C1CC1
dsgdb9nsd_105244	CC1NC1(CO)C1CN1
dsgdb9nsd_105245	CC1NC1(CO)C1CO1
dsgdb9nsd_105246	CC1OC1(CO)C1CC1
dsgdb9nsd_105247	CC1OC1(CO)C1CN1
dsgdb9nsd_105248	CC1OC1(CO)C1CO1
dsgdb9nsd_105249	CCC1(CC1C)C1CC1
dsgdb9nsd_105250	CCC1(CC1C)C1CO1
dsgdb9nsd_105251	CCC1(CC1C)N1CC1
dsgdb9nsd_105252	CCC1(CC1O)C1CC1
dsgdb9nsd_105253	CCC1(CC1O)C1CN1
dsgdb9nsd_105254	CCC1(CC1O)C1CO1
dsgdb9nsd_105255	CCC1(CC1O)N1CC1
dsgdb9nsd_105256	CCC1(CN1C)C1CC1
dsgdb9nsd_105257	CCC1(CN1C)C1CO1
dsgdb9nsd_105258	CCC1(NC1C)C1CN1
dsgdb9nsd_105259	CCC1(NC1C)C1CO1
dsgdb9nsd_105260	CCC1(OC1C)C1CC1
dsgdb9nsd_105261	CCC1(OC1C)C1CN1
dsgdb9nsd_105262	CCC1(OC1C)C1CO1
